Campaign ID,Campaign Name,Status,Channel Type,Sub Type,Bidding Strategy,Budget ($/day),Budget Delivery,Start Date,End Date,Labels,Serving Status,Optimization Score
22570894479,Shopping | Pasture | ROAS,PAUSED,SHOPPING,,TARGET_ROAS,150,STANDARD,2025-05-19,2037-12-30,,SERVING,
22687516244,Shopping | Wildlflower & Specialty,PAUSED,SHOPPING,,TARGET_ROAS,25,STANDARD,2025-06-17,2037-12-30,,SERVING,
13558031185,Shopping | grass | ROAS,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2021-06-17,2037-12-30,,SERVING,
14335801122,Smart Shopping Test,REMOVED,SHOPPING,SHOPPING_SMART_ADS,MAXIMIZE_CONVERSION_VALUE,50,STANDARD,2021-08-19,2037-12-30,,SERVING,
17871484314,South Atlantic Transitional | DSA,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-07-27,2037-12-30,,SERVING,
22092203673,South Atlantic | PMax | ROAS,PAUSED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,120,STANDARD,2025-01-06,2037-12-30,,SERVING,
12425316635,South-Atlantic Transitional | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2021-02-26,2037-12-30,,SERVING,
17738427271,South-Atlantic Transitional | Shopping,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-07-13,2037-12-30,,SERVING,
12425316632,South-Atlantic Transitional | Shopping | Forage Mixes,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2021-02-26,2037-12-30,,SERVING,
18022751271,South-Atlantic Transitional | Shopping | Forage Mixes,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-08-11,2037-12-30,,SERVING,
12713296013,Southern States | DSA | Warm-Season Grasses,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2021-04-09,2037-12-30,,SERVING,
19858171917,Southern States | DSA | Warm-Season Grasses,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2023-03-22,2037-12-30,,SERVING,
17499169390,Southern States | Search | Warm-Season Grasses,REMOVED,SEARCH,,MANUAL_CPC,100,STANDARD,2022-06-16,2037-12-30,,SERVING,
19858172040,Southern States | Search | Warm-Season Grasses,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2023-03-22,2037-12-30,,SERVING,
12713197828,Southern States | Shopping | Warm-Season Grasses,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2021-04-09,2037-12-30,,SERVING,
19858171914,Southern States | Shopping | Warm-Season Grasses,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2023-03-22,2037-12-30,,SERVING,
17871484317,Southern Subtropics | DSA,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-07-27,2037-12-30,,SERVING,
12428489722,Southern Subtropics | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2021-02-26,2037-12-30,,SERVING,
16595988446,Southern Subtropics | Search | Pasture Seed,REMOVED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-03-18,2037-12-30,,SERVING,
17738427274,Southern Subtropics | Shopping,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-07-13,2037-12-30,,SERVING,
12428489719,Southern Subtropics | Shopping | Forage Mixes,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2021-02-26,2037-12-30,,SERVING,
18022751274,Southern Subtropics | Shopping | Forage Mixes,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-08-11,2037-12-30,,SERVING,
10036752180,Southwest Desert Honey Bee (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,10,STANDARD,2020-05-08,2037-12-30,,SERVING,
17871484299,Southwest Desert | DSA,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-07-27,2037-12-30,,SERVING,
12453610238,Southwest Desert | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
16806430752,Southwest Desert | Performance Max | Pasture Seed,REMOVED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,150,STANDARD,2022-04-07,2037-12-30,,SERVING,
16806373635,Southwest Desert | Performance Max | Pasture Seed (dep),REMOVED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,150,STANDARD,2022-04-07,2037-12-30,,SERVING,
17738427256,Southwest Desert | Shopping,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-07-13,2037-12-30,,SERVING,
12455902689,Southwest Desert | Shopping | Forage Mixes,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
18022751277,Southwest Desert | Shopping | Forage Mixes,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-08-11,2037-12-30,,SERVING,
17871484305,Southwest Steppe | DSA,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-07-27,2037-12-30,,SERVING,
12453610304,Southwest Steppe | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
17738427262,Southwest Steppe | Shopping,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-07-13,2037-12-30,,SERVING,
12455902695,Southwest Steppe | Shopping | Forage Mixes,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
18022751400,Southwest Steppe | Shopping | Forage Mixes,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-08-11,2037-12-30,,SERVING,
17861519258,Southwest Transitional | DSA,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-07-25,2037-12-30,,SERVING,
12455942305,Southwest Transitional | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
16806430755,Southwest Transitional | Performance Max | Pasture Seed,REMOVED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,150,STANDARD,2022-04-07,2037-12-30,,SERVING,
16806373638,Southwest Transitional | Performance Max | Pasture Seed (dep),REMOVED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,150,STANDARD,2022-04-07,2037-12-30,,SERVING,
17738427253,Southwest Transitional | Shopping,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-07-13,2037-12-30,,SERVING,
12455902686,Southwest Transitional | Shopping | Forage Mixes,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
18022751403,Southwest Transitional | Shopping | Forage Mixes,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-08-11,2037-12-30,,SERVING,
22092203667,Southwest | PMax | ROAS,PAUSED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2025-01-06,2037-12-30,,SERVING,
196300414,Specialty Seed,REMOVED,SEARCH,,MANUAL_CPC,550,STANDARD,2014-09-06,2037-12-30,,SERVING,
22092203676,Subtropic | PMax | Max Conv,PAUSED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,50,STANDARD,2025-01-06,2037-12-30,,SERVING,
9924046025,Target ROAS - 500% - California Wildflower Blend (S),REMOVED,SEARCH,,TARGET_ROAS,20,STANDARD,2020-04-23,2020-06-03,,ENDED,
123765454,Texas - Generic,REMOVED,SEARCH,,MANUAL_CPC,100,STANDARD,2012-03-01,2037-12-30,,SERVING,
123757894,Texas - Region in query,REMOVED,SEARCH,,TARGET_SPEND,10,STANDARD,2012-03-01,2037-12-30,,SERVING,
171225574,Texas Grass Seed,REMOVED,SEARCH,,TARGET_SPEND,50,STANDARD,2013-06-18,2037-12-30,,SERVING,
81865654,Turf Blend,REMOVED,SEARCH,,TARGET_CPA,400,STANDARD,2011-02-18,2037-12-30,,SERVING,
17879491811,US | DSA,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,250,STANDARD,2022-07-27,2037-12-30,,SERVING,
11807886896,US | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2020-12-08,2037-12-30,,SERVING,
12319589726,US | DSA | Grass Seed,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2021-02-12,2037-12-30,,SERVING,
11024785437,US | DSA | Pasture Seed,REMOVED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,250,STANDARD,2020-09-02,2037-12-30,,SERVING,
16359561246,US | DSA | Specialty Seed,REMOVED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-02-22,2037-12-30,,SERVING,
12319589729,US | DSA | Wildflower Seed,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2021-02-12,2037-12-30,,SERVING,
15233962443,US | Display | RMK,PAUSED,DISPLAY,,MANUAL_CPM,20,STANDARD,2021-11-11,2037-12-30,,SERVING,
16219169257,US | Performance Max | Forage Mixes,REMOVED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,150,STANDARD,2022-02-14,2037-12-30,,SERVING,
9458605352,US | Search | Grass Seed,REMOVED,SEARCH,,TARGET_ROAS,112.2,STANDARD,2020-02-20,2037-12-30,,SERVING,
20699820704,US | Search | Microclover,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,30,STANDARD,2023-10-23,2037-12-30,,SERVING,
20523297503,US | Search | Product Ads,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2023-09-05,2037-12-30,,SERVING,
11038420983,US | Shopping | Catchall - Grass Seed,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2020-09-04,2037-12-30,,SERVING,
11039637965,US | Shopping | Catchall - Pasture Seed,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2020-09-04,2037-12-30,,SERVING,
16219790392,US | Shopping | Catchall - Specialty Seed,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-02-14,2037-12-30,,SERVING,
11039642318,US | Shopping | Catchall - Wildflower Seed,REMOVED,SHOPPING,,MANUAL_CPC,100,STANDARD,2020-09-04,2037-12-30,,SERVING,
9869881867,US | Shopping | Clover,REMOVED,SHOPPING,,TARGET_ROAS,40,STANDARD,2020-04-13,2037-12-30,,SERVING,
9566372129,US | Shopping | Grass Seed,REMOVED,SHOPPING,,TARGET_ROAS,56.1,STANDARD,2020-03-05,2037-12-30,,SERVING,
11847572327,US | Shopping | Individual Products,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2020-12-14,2037-12-30,,SERVING,
20699820707,US | Shopping | Microclover,PAUSED,SHOPPING,,TARGET_SPEND,30,STANDARD,2023-10-23,2037-12-30,,SERVING,
14335855194,US | Smart Shopping | All Products,REMOVED,SHOPPING,SHOPPING_SMART_ADS,MAXIMIZE_CONVERSION_VALUE,350,STANDARD,2021-08-19,2037-12-30,,SERVING,
16009450799,US | Smart Shopping | Grass Seed,REMOVED,SHOPPING,SHOPPING_SMART_ADS,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-01-26,2037-12-30,,SERVING,
15998784432,US | Smart Shopping | Pasture Seed,REMOVED,SHOPPING,SHOPPING_SMART_ADS,MAXIMIZE_CONVERSION_VALUE,0.01,STANDARD,2022-01-26,2037-12-30,,SERVING,
81865534,Wildflower Seed (S) - US,REMOVED,SEARCH,,MANUAL_CPC,100,STANDARD,2011-02-18,2037-12-30,,SERVING,
7781634207,Wildflower Seed - California - Winter (S),REMOVED,SEARCH,,TARGET_ROAS,8,STANDARD,2019-10-30,2037-12-30,,SERVING,
7781634210,Wildflower Seed - Other States - Winter - (S),REMOVED,SEARCH,,MANUAL_CPC,8,STANDARD,2019-10-30,2037-12-30,,SERVING,
7781031040,Wildflower Seeds - California - Winter (Shopping),REMOVED,SHOPPING,,MANUAL_CPC,10,STANDARD,2019-10-30,2037-12-30,,SERVING,
7781031043,Wildflower Seeds - Other States - Winter (Shopping),REMOVED,SHOPPING,,MANUAL_CPC,10,STANDARD,2019-10-30,2037-12-30,,SERVING,
