Year,Month,Device,Campaign Name,Campaign ID,Impressions,Clicks,CTR,Cost ($),Avg CPC ($),Conversions,Conv. Value ($),ROAS
2022,2022-03-01,DESKTOP,California | Search | Best Grass Seed,16460791884,48,11,0.2291666667,50.09,4.55,0,0,0
2022,2022-08-01,MOBILE,Southern Subtropics | Shopping,17738427274,12975,85,0.00655105973,9.07,0.11,0,0,0
2022,2022-08-01,TABLET,Southern Subtropics | Shopping,17738427274,485,4,0.00824742268,0.14,0.04,0,0,0
2022,2022-08-01,DESKTOP,Southern Subtropics | Shopping | Forage Mixes,18022751274,392,5,0.01275510204,3.3,0.66,0,0,0
2022,2022-08-01,MOBILE,Southern Subtropics | Shopping | Forage Mixes,18022751274,1543,13,0.00842514582,4.32,0.33,0,0,0
2022,2022-08-01,TABLET,Southern Subtropics | Shopping | Forage Mixes,18022751274,49,0,0.00%,0,0,0,0,0
2022,2022-08-01,DESKTOP,Southwest Desert | DSA,17871484299,183,26,0.1420765027,22.89,0.88,1.88,124.66,5.45
2022,2022-08-01,MOBILE,Southwest Desert | DSA,17871484299,198,34,0.1717171717,13.17,0.39,2.47,227.91,17.31
2022,2022-08-01,TABLET,Southwest Desert | DSA,17871484299,20,6,0.3,3.78,0.63,1,87.92,23.26
2022,2022-08-01,DESKTOP,Southwest Desert | Shopping,17738427256,3748,51,0.0136072572,11.02,0.22,1,56.69,5.14
2022,2022-08-01,MOBILE,Southwest Desert | Shopping,17738427256,9424,118,0.01252122241,18.82,0.16,3.99,373.92,19.87
2022,2022-08-01,TABLET,Southwest Desert | Shopping,17738427256,497,4,0.008048289738,0.37,0.09,0,0,0
2022,2022-08-01,DESKTOP,Southwest Desert | Shopping | Forage Mixes,18022751277,130,1,0.007692307692,0.95,0.95,0,0,0
2022,2022-08-01,MOBILE,Southwest Desert | Shopping | Forage Mixes,18022751277,304,6,0.01973684211,1.98,0.33,0,0,0
2022,2022-08-01,TABLET,Southwest Desert | Shopping | Forage Mixes,18022751277,24,0,0.00%,0,0,0,0,0
2022,2022-08-01,DESKTOP,Southwest Steppe | DSA,17871484305,8,1,0.125,0.86,0.86,0,0,0
2022,2022-08-01,MOBILE,Southwest Steppe | DSA,17871484305,7,1,0.1428571429,0.6,0.6,0,0,0
2022,2022-08-01,DESKTOP,Southwest Steppe | Shopping,17738427262,1994,17,0.00852557673,5.75,0.34,0,0,0
2022,2022-08-01,MOBILE,Southwest Steppe | Shopping,17738427262,6595,54,0.008188021228,12.72,0.24,0,0,0
2022,2022-08-01,TABLET,Southwest Steppe | Shopping,17738427262,189,2,0.01058201058,0.3,0.15,1,51.6,172
2022,2022-08-01,DESKTOP,Southwest Steppe | Shopping | Forage Mixes,18022751400,14,0,0.00%,0,0,0,0,0
2022,2022-08-01,MOBILE,Southwest Steppe | Shopping | Forage Mixes,18022751400,215,1,0.004651162791,0.81,0.81,0,0,0
2022,2022-08-01,TABLET,Southwest Steppe | Shopping | Forage Mixes,18022751400,4,0,0.00%,0,0,0,0,0
2022,2022-08-01,DESKTOP,Southwest Transitional | DSA,17861519258,4,0,0.00%,0,0,0,0,0
2022,2022-08-01,MOBILE,Southwest Transitional | DSA,17861519258,5,0,0.00%,0,0,0,0,0
2022,2022-08-01,TABLET,Southwest Transitional | DSA,17861519258,1,0,0.00%,0,0,0,0,0
2022,2022-08-01,DESKTOP,Southwest Transitional | Shopping,17738427253,534,3,0.005617977528,1.09,0.36,0,0,0
2022,2022-08-01,MOBILE,Southwest Transitional | Shopping,17738427253,1285,12,0.009338521401,2.77,0.23,0,0,0
2022,2022-08-01,TABLET,Southwest Transitional | Shopping,17738427253,57,0,0.00%,0,0,0,0,0
2022,2022-08-01,DESKTOP,Southwest Transitional | Shopping | Forage Mixes,18022751403,18,0,0.00%,0,0,0,0,0
2022,2022-08-01,MOBILE,Southwest Transitional | Shopping | Forage Mixes,18022751403,43,0,0.00%,0,0,0,0,0
2022,2022-08-01,DESKTOP,US | DSA,17879491811,512,29,0.056640625,31.63,1.09,2,74.31,2.35
2022,2022-08-01,MOBILE,US | DSA,17879491811,513,55,0.1072124756,25.55,0.46,5.01,259.64,10.16
2022,2022-08-01,TABLET,US | DSA,17879491811,33,3,0.09090909091,1.31,0.44,0,0,0
2022,2022-08-01,DESKTOP,US | Display | RMK,15233962443,31634,14,0.0004425618006,38.16,2.73,1,48.97,1.28
2022,2022-08-01,MOBILE,US | Display | RMK,15233962443,39006,44,0.001128031585,68.06,1.55,0,0,0
2022,2022-08-01,TABLET,US | Display | RMK,15233962443,2472,1,0.0004045307443,4.2,4.2,0,0,0
2022,2022-08-01,DESKTOP,US | Shopping | Catchall - Pasture Seed,11039637965,8623,77,0.008929606865,35.76,0.46,3.36,572.51,16.01
2022,2022-08-01,MOBILE,US | Shopping | Catchall - Pasture Seed,11039637965,28145,197,0.006999467046,57.93,0.29,4,343.58,5.93
2022,2022-08-01,TABLET,US | Shopping | Catchall - Pasture Seed,11039637965,1027,11,0.01071080818,3.69,0.34,1,14.58,3.95
2022,2022-09-01,DESKTOP,Florida Tropics | DSA,17807643513,16,0,0.00%,0,0,0,0,0
2022,2022-09-01,MOBILE,Florida Tropics | DSA,17807643513,21,2,0.09523809524,0.68,0.34,0,0,0
2022,2022-09-01,TABLET,Florida Tropics | DSA,17807643513,2,1,0.5,0.57,0.57,0,0,0
2022,2022-09-01,DESKTOP,Florida Tropics | Shopping,17738427277,974,8,0.008213552361,2.95,0.37,0,0,0
2022,2022-09-01,MOBILE,Florida Tropics | Shopping,17738427277,3794,22,0.005798629415,4.02,0.18,0,0,0
2022,2022-09-01,TABLET,Florida Tropics | Shopping,17738427277,140,3,0.02142857143,0.63,0.21,0,0,0
2022,2022-09-01,DESKTOP,Florida Tropics | Shopping | Forage Mixes,18022751250,346,6,0.01734104046,6.04,1.01,0,0,0
2022,2022-09-01,MOBILE,Florida Tropics | Shopping | Forage Mixes,18022751250,1121,16,0.01427297056,6.8,0.42,0,0,0
2022,2022-09-01,TABLET,Florida Tropics | Shopping | Forage Mixes,18022751250,36,1,0.02777777778,0.6,0.6,0,0,0
2022,2022-09-01,DESKTOP,Great Lakes / New England | DSA,17871484308,247,15,0.06072874494,12.4,0.83,0,0,0
2022,2022-09-01,MOBILE,Great Lakes / New England | DSA,17871484308,217,22,0.1013824885,8.45,0.38,0,0,0
2022,2022-09-01,TABLET,Great Lakes / New England | DSA,17871484308,11,0,0.00%,0,0,0,0,0
2022,2022-09-01,DESKTOP,Great Lakes / New England | Shopping,17738427265,4775,49,0.0102617801,17.33,0.35,3,102.66,5.92
2022,2022-09-01,MOBILE,Great Lakes / New England | Shopping,17738427265,13908,111,0.007981018119,20.36,0.18,3,136.92,6.72
2022,2022-09-01,TABLET,Great Lakes / New England | Shopping,17738427265,505,8,0.01584158416,1.96,0.24,0,0,0
2022,2022-09-01,DESKTOP,Great Lakes / New England | Shopping | Forage Mixes,18022751253,1239,22,0.01775625504,21.51,0.98,4,1199.1,55.75
2022,2022-09-01,MOBILE,Great Lakes / New England | Shopping | Forage Mixes,18022751253,3258,49,0.01503990178,28.71,0.59,1,102.03,3.55
2022,2022-09-01,TABLET,Great Lakes / New England | Shopping | Forage Mixes,18022751253,120,0,0.00%,0,0,0,0,0
2022,2022-09-01,DESKTOP,Great Plains | DSA,17871484302,90,5,0.05555555556,6.29,1.26,0,0,0
2022,2022-09-01,MOBILE,Great Plains | DSA,17871484302,104,20,0.1923076923,8.91,0.45,0.25,14.07,1.58
2022,2022-09-01,TABLET,Great Plains | DSA,17871484302,3,0,0.00%,0,0,0,0,0
2022,2022-09-01,DESKTOP,Great Plains | Shopping,17738427259,6668,83,0.0124475105,30.84,0.37,0,0,0
2022,2022-09-01,MOBILE,Great Plains | Shopping,17738427259,21943,218,0.009934831153,46.25,0.21,3.01,176.29,3.81
2022,2022-09-01,TABLET,Great Plains | Shopping,17738427259,786,9,0.01145038168,2.41,0.27,0,0,0
2022,2022-09-01,DESKTOP,Great Plains | Shopping | Forage Mixes,18022751256,704,13,0.01846590909,13.51,1.04,0,0,0
2022,2022-09-01,MOBILE,Great Plains | Shopping | Forage Mixes,18022751256,2464,47,0.01907467532,20.11,0.43,0,0,0
2022,2022-09-01,TABLET,Great Plains | Shopping | Forage Mixes,18022751256,50,0,0.00%,0,0,0,0,0
2022,2022-09-01,DESKTOP,Intermountain West | DSA,17853485982,261,31,0.1187739464,33.32,1.07,1,391.86,11.76
2022,2022-09-01,MOBILE,Intermountain West | DSA,17853485982,192,36,0.1875,19.49,0.54,2,89.2,4.58
2022,2022-09-01,TABLET,Intermountain West | DSA,17853485982,29,5,0.1724137931,2.69,0.54,0,0,0
2022,2022-09-01,DESKTOP,Intermountain West | Shopping,17738427250,10569,191,0.01807171918,81.28,0.43,5.53,261.73,3.22
2022,2022-09-01,MOBILE,Intermountain West | Shopping,17738427250,23459,288,0.01227673814,86.64,0.3,9.14,709.6,8.19
2022,2022-09-01,TABLET,Intermountain West | Shopping,17738427250,1329,15,0.01128668172,5.96,0.4,1,14.02,2.35
2022,2022-09-01,DESKTOP,Intermountain West | Shopping | Forage Mixes,18022751259,134,1,0.007462686567,1.06,1.06,0,0,0
2022,2022-09-01,MOBILE,Intermountain West | Shopping | Forage Mixes,18022751259,370,2,0.005405405405,0.92,0.46,0,0,0
2022,2022-09-01,TABLET,Intermountain West | Shopping | Forage Mixes,18022751259,18,0,0.00%,0,0,0,0,0
2022,2022-09-01,DESKTOP,Midwest / Mid-Atlantic | DSA,17871484311,796,58,0.07286432161,89.38,1.54,0.04,5.1,0.06
2022,2022-09-01,MOBILE,Midwest / Mid-Atlantic | DSA,17871484311,1091,120,0.1099908341,82.84,0.69,4.26,4087.74,49.34
2022,2022-09-01,TABLET,Midwest / Mid-Atlantic | DSA,17871484311,45,3,0.06666666667,3.18,1.06,0,0,0
2022,2022-09-01,DESKTOP,Midwest / Mid-Atlantic | Shopping,17738427268,8427,77,0.009137296784,21.2,0.28,1,50.98,2.4
2022,2022-09-01,MOBILE,Midwest / Mid-Atlantic | Shopping,17738427268,30414,233,0.007660945617,35.05,0.15,4,351.54,10.03
2022,2022-09-01,TABLET,Midwest / Mid-Atlantic | Shopping,17738427268,938,5,0.005330490405,0.5,0.1,0,0,0
2022,2022-09-01,DESKTOP,Midwest / Mid-Atlantic | Shopping | Forage Mixes,18022751262,550,6,0.01090909091,4.26,0.71,0,0,0
2022,2022-09-01,MOBILE,Midwest / Mid-Atlantic | Shopping | Forage Mixes,18022751262,2254,26,0.0115350488,7.07,0.27,0,0,0
2022,2022-09-01,TABLET,Midwest / Mid-Atlantic | Shopping | Forage Mixes,18022751262,73,0,0.00%,0,0,0,0,0
2022,2022-09-01,DESKTOP,Nat | PMax | Catch All,16503493089,111805,1952,0.01745896874,992.77,0.51,119.89,10540.28,10.62
2022,2022-09-01,MOBILE,Nat | PMax | Catch All,16503493089,293738,4350,0.01480911561,1257.32,0.29,195.91,13158.73,10.47
2022,2022-09-01,TABLET,Nat | PMax | Catch All,16503493089,10229,189,0.01847687946,59.06,0.31,9,666.97,11.29
2022,2022-09-01,CONNECTED_TV,Nat | PMax | Catch All,16503493089,6,0,0.00%,0.08,0,0,0,0
2022,2022-09-01,DESKTOP,Nat | PMax | Pasture Seed | ROAS,18022523001,30566,324,0.01060001309,128.15,0.4,16.58,1522.47,11.88
2022,2022-09-01,MOBILE,Nat | PMax | Pasture Seed | ROAS,18022523001,106825,897,0.008396910835,189.59,0.21,22.97,1383.98,7.3
2022,2022-09-01,TABLET,Nat | PMax | Pasture Seed | ROAS,18022523001,3056,38,0.01243455497,13.29,0.35,0,0,0
2022,2022-09-01,DESKTOP,Pacific Northwest | DSA,17861381741,1624,140,0.08620689655,187.58,1.34,14,2458.8,13.11
2022,2022-09-01,MOBILE,Pacific Northwest | DSA,17861381741,2548,346,0.1357927786,221.38,0.64,16,4198.21,18.96
2022,2022-09-01,TABLET,Pacific Northwest | DSA,17861381741,215,25,0.1162790698,18.9,0.76,0,0,0
2022,2022-09-01,DESKTOP,Pacific Northwest | Shopping,17746298618,11154,172,0.01542047696,132.41,0.77,7.91,1185.92,8.96
2022,2022-09-01,MOBILE,Pacific Northwest | Shopping,17746298618,27373,447,0.01632996018,201.11,0.45,14.55,3517.1,17.49
2022,2022-09-01,TABLET,Pacific Northwest | Shopping,17746298618,1246,14,0.01123595506,7.21,0.52,0,0,0
2022,2022-09-01,DESKTOP,Pacific Northwest | Shopping | Forage Mixes,18022751265,477,10,0.02096436059,4.89,0.49,0.33,23.38,4.78
2022,2022-09-01,MOBILE,Pacific Northwest | Shopping | Forage Mixes,18022751265,1393,33,0.02368987796,13.65,0.41,3,203.35,14.9
2022,2022-09-01,TABLET,Pacific Northwest | Shopping | Forage Mixes,18022751265,44,0,0.00%,0,0,0,0,0
2022,2022-09-01,DESKTOP,Pacific Southwest | DSA,17853495033,147,12,0.08163265306,20.02,1.67,0,0,0
2022,2022-09-01,MOBILE,Pacific Southwest | DSA,17853495033,110,14,0.1272727273,9.93,0.71,0,0,0
2022,2022-09-01,TABLET,Pacific Southwest | DSA,17853495033,10,1,0.1,0.66,0.66,0,0,0
2022,2022-09-01,DESKTOP,Pacific Southwest | Shopping,17738427247,4687,47,0.01002773629,14.98,0.32,2,97.31,6.5
2022,2022-09-01,MOBILE,Pacific Southwest | Shopping,17738427247,11397,108,0.009476177942,20,0.19,8,165.5,8.28
2022,2022-09-01,TABLET,Pacific Southwest | Shopping,17738427247,387,0,0.00%,0,0,0,0,0
2022,2022-09-01,DESKTOP,Pacific Southwest | Shopping | Forage Mixes,18022751268,99,0,0.00%,0,0,0,0,0
2022,2022-09-01,MOBILE,Pacific Southwest | Shopping | Forage Mixes,18022751268,270,2,0.007407407407,1.72,0.86,0,0,0
2022,2022-09-01,TABLET,Pacific Southwest | Shopping | Forage Mixes,18022751268,11,0,0.00%,0,0,0,0,0
2022,2022-09-01,DESKTOP,Search | Brand | ROAS,187765054,989,375,0.3791708797,546.09,1.46,71.45,13262.05,24.29
2022,2022-09-01,MOBILE,Search | Brand | ROAS,187765054,1182,494,0.4179357022,448.65,0.91,49.11,5766.02,12.85
2022,2022-09-01,TABLET,Search | Brand | ROAS,187765054,55,29,0.5272727273,20.11,0.69,6,1310.46,65.16
2022,2022-09-01,DESKTOP,Shopping | grass | ROAS,13558031185,41146,361,0.008773635347,171.11,0.47,14.67,1782.39,10.42
2022,2022-09-01,MOBILE,Shopping | grass | ROAS,13558031185,133549,1016,0.007607694554,256.21,0.25,16.47,1988.61,7.76
2022,2022-09-01,TABLET,Shopping | grass | ROAS,13558031185,4668,55,0.0117823479,11.14,0.2,0,0,0
2022,2022-09-01,DESKTOP,South Atlantic Transitional | DSA,17871484314,42,2,0.04761904762,2.55,1.27,1,85.25,33.43
2022,2022-09-01,MOBILE,South Atlantic Transitional | DSA,17871484314,51,9,0.1764705882,3.28,0.36,0,0,0
2022,2022-09-01,TABLET,South Atlantic Transitional | DSA,17871484314,2,0,0.00%,0,0,0,0,0
2022,2022-09-01,DESKTOP,South-Atlantic Transitional | Shopping,17738427271,4264,32,0.007504690432,9.34,0.29,2,31.5,3.37
2022,2022-09-01,MOBILE,South-Atlantic Transitional | Shopping,17738427271,15920,109,0.006846733668,19.51,0.18,0,0,0
2022,2022-09-01,TABLET,South-Atlantic Transitional | Shopping,17738427271,479,9,0.01878914405,1.76,0.2,0,0,0
2022,2022-09-01,DESKTOP,South-Atlantic Transitional | Shopping | Forage Mixes,18022751271,402,7,0.01741293532,6.42,0.92,1,330.82,51.53
2022,2022-09-01,MOBILE,South-Atlantic Transitional | Shopping | Forage Mixes,18022751271,1433,18,0.01256106071,6.99,0.39,1.5,176.97,25.32
2022,2022-09-01,TABLET,South-Atlantic Transitional | Shopping | Forage Mixes,18022751271,42,2,0.04761904762,1.01,0.51,0,0,0
2022,2022-09-01,DESKTOP,Southern Subtropics | DSA,17871484317,38,6,0.1578947368,8.82,1.47,1,30.22,3.43
2022,2022-09-01,MOBILE,Southern Subtropics | DSA,17871484317,72,7,0.09722222222,2.49,0.36,0,0,0
2022,2022-09-01,TABLET,Southern Subtropics | DSA,17871484317,7,1,0.1428571429,0.3,0.3,0,0,0
2022,2022-09-01,DESKTOP,Southern Subtropics | Shopping,17738427274,1958,16,0.008171603677,2.7,0.17,0,0,0
2022,2022-09-01,MOBILE,Southern Subtropics | Shopping,17738427274,7544,46,0.006097560976,6.64,0.14,3,148.86,22.42
2022,2022-09-01,TABLET,Southern Subtropics | Shopping,17738427274,265,2,0.007547169811,0.25,0.13,0,0,0
2022,2022-09-01,DESKTOP,Southern Subtropics | Shopping | Forage Mixes,18022751274,249,2,0.008032128514,1.69,0.84,0,0,0
2022,2022-09-01,MOBILE,Southern Subtropics | Shopping | Forage Mixes,18022751274,1200,5,0.004166666667,2.12,0.42,0,0,0
2022,2022-09-01,TABLET,Southern Subtropics | Shopping | Forage Mixes,18022751274,50,2,0.04,0.93,0.47,0,0,0
2022,2022-09-01,DESKTOP,Southwest Desert | DSA,17871484299,117,10,0.08547008547,9.17,0.92,3,235.94,25.73
2022,2022-09-01,MOBILE,Southwest Desert | DSA,17871484299,177,25,0.1412429379,11.44,0.46,2,393.68,34.41
2022,2022-09-01,TABLET,Southwest Desert | DSA,17871484299,10,1,0.1,1.39,1.39,0,0,0
2022,2022-09-01,DESKTOP,Southwest Desert | Shopping,17738427256,3162,39,0.01233396584,11.59,0.3,3.64,120.08,10.36
2022,2022-09-01,MOBILE,Southwest Desert | Shopping,17738427256,8198,115,0.01402781166,18.19,0.16,3.02,147.32,8.1
2022,2022-09-01,TABLET,Southwest Desert | Shopping,17738427256,374,5,0.01336898396,0.87,0.17,0,0,0
2022,2022-09-01,DESKTOP,Southwest Desert | Shopping | Forage Mixes,18022751277,111,0,0.00%,0,0,0,0,0
2022,2022-09-01,MOBILE,Southwest Desert | Shopping | Forage Mixes,18022751277,293,1,0.003412969283,0.38,0.38,0,0,0
2022,2022-09-01,TABLET,Southwest Desert | Shopping | Forage Mixes,18022751277,5,0,0.00%,0,0,0,0,0
2022,2022-09-01,DESKTOP,Southwest Steppe | DSA,17871484305,34,4,0.1176470588,9.06,2.27,1,293.25,32.37
2022,2022-09-01,MOBILE,Southwest Steppe | DSA,17871484305,34,9,0.2647058824,7.82,0.87,0,0,0
2022,2022-09-01,DESKTOP,Southwest Steppe | Shopping,17738427262,1291,26,0.0201394268,8.5,0.33,2,37.6,4.42
2022,2022-09-01,MOBILE,Southwest Steppe | Shopping,17738427262,4761,38,0.007981516488,6.72,0.18,0,0,0
2022,2022-09-01,TABLET,Southwest Steppe | Shopping,17738427262,156,3,0.01923076923,0.85,0.28,0,0,0
2022,2022-09-01,DESKTOP,Southwest Steppe | Shopping | Forage Mixes,18022751400,75,0,0.00%,0,0,0,0,0
2022,2022-09-01,MOBILE,Southwest Steppe | Shopping | Forage Mixes,18022751400,282,3,0.01063829787,0.83,0.28,0,0,0
2022,2022-09-01,TABLET,Southwest Steppe | Shopping | Forage Mixes,18022751400,32,1,0.03125,0.64,0.64,0,0,0
2022,2022-09-01,DESKTOP,Southwest Transitional | DSA,17861519258,7,2,0.2857142857,2.62,1.31,0,0,0
2022,2022-09-01,MOBILE,Southwest Transitional | DSA,17861519258,6,1,0.1666666667,0.02,0.02,0,0,0
2022,2022-09-01,DESKTOP,Southwest Transitional | Shopping,17738427253,440,3,0.006818181818,0.65,0.22,0,0,0
2022,2022-09-01,MOBILE,Southwest Transitional | Shopping,17738427253,950,5,0.005263157895,1.39,0.28,0,0,0
2022,2022-09-01,TABLET,Southwest Transitional | Shopping,17738427253,31,0,0.00%,0,0,0,0,0
2022,2022-09-01,DESKTOP,Southwest Transitional | Shopping | Forage Mixes,18022751403,5,0,0.00%,0,0,0,0,0
2022,2022-09-01,MOBILE,Southwest Transitional | Shopping | Forage Mixes,18022751403,33,0,0.00%,0,0,0,0,0
2022,2022-09-01,TABLET,Southwest Transitional | Shopping | Forage Mixes,18022751403,1,0,0.00%,0,0,0,0,0
2022,2022-09-01,DESKTOP,US | DSA,17879491811,1707,81,0.0474516696,98.71,1.22,5.2,1453.05,14.72
2022,2022-09-01,MOBILE,US | DSA,17879491811,1744,154,0.08830275229,82.82,0.54,3.24,558.74,6.75
2022,2022-09-01,TABLET,US | DSA,17879491811,123,8,0.06504065041,3.4,0.42,0,0,0
2022,2022-09-01,DESKTOP,US | Display | RMK,15233962443,38111,9,0.000236152292,43.34,4.82,0,0,0
2022,2022-09-01,MOBILE,US | Display | RMK,15233962443,54556,53,0.0009714788474,94.16,1.78,0,0,0
2022,2022-09-01,TABLET,US | Display | RMK,15233962443,4108,2,0.0004868549172,6.51,3.25,0,0,0
2022,2022-09-01,CONNECTED_TV,US | Display | RMK,15233962443,1,0,0.00%,0,0,0,0,0
2022,2022-10-01,DESKTOP,Great Lakes / New England | Shopping,17738427265,74,0,0.00%,0,0,0,0,0
2022,2022-10-01,MOBILE,Great Lakes / New England | Shopping,17738427265,144,0,0.00%,0,0,0,0,0
2022,2022-10-01,TABLET,Great Lakes / New England | Shopping,17738427265,16,0,0.00%,0,0,0,0,0
2022,2022-10-01,DESKTOP,Intermountain West | DSA,17853485982,130,12,0.09230769231,11.51,0.96,1,327.75,28.48
2022,2022-10-01,MOBILE,Intermountain West | DSA,17853485982,116,10,0.08620689655,6.25,0.63,0,0,0
2022,2022-10-01,TABLET,Intermountain West | DSA,17853485982,16,1,0.0625,0.48,0.48,0,0,0
2022,2022-10-01,DESKTOP,Nat | PMax | Catch All,16503493089,53955,1030,0.01908998239,445.2,0.43,54.97,2996.88,6.73
2022,2022-10-01,MOBILE,Nat | PMax | Catch All,16503493089,180887,2944,0.01627535423,728.54,0.25,110.85,8127.72,11.16
2022,2022-10-01,TABLET,Nat | PMax | Catch All,16503493089,6005,119,0.01981681932,30.04,0.25,2,64.15,2.14
2022,2022-10-01,CONNECTED_TV,Nat | PMax | Catch All,16503493089,4,0,0.00%,0.05,0,0,0,0
2022,2022-10-01,DESKTOP,Nat | PMax | Pasture Seed | ROAS,18022523001,74782,823,0.01100532214,336.33,0.41,31.22,3918.71,11.65
2022,2022-10-01,MOBILE,Nat | PMax | Pasture Seed | ROAS,18022523001,288496,2529,0.008766152737,541.46,0.21,32.97,6174.32,11.4
2022,2022-10-01,TABLET,Nat | PMax | Pasture Seed | ROAS,18022523001,7291,75,0.01028665478,19.07,0.25,2,96.55,5.06
2022,2022-10-01,CONNECTED_TV,Nat | PMax | Pasture Seed | ROAS,18022523001,2,0,0.00%,0.11,0,0,0,0
2022,2022-10-01,DESKTOP,Pacific Northwest | DSA,17861381741,1045,96,0.09186602871,93.19,0.97,1,91.89,0.99
2022,2022-10-01,MOBILE,Pacific Northwest | DSA,17861381741,1734,212,0.122260669,123.4,0.58,4.19,1439.61,11.67
2022,2022-10-01,TABLET,Pacific Northwest | DSA,17861381741,104,8,0.07692307692,8.34,1.04,1,94.18,11.29
2022,2022-10-01,DESKTOP,Pacific Northwest | Shopping,17746298618,2254,56,0.0248447205,43.77,0.78,0,0,0
2022,2022-10-01,MOBILE,Pacific Northwest | Shopping,17746298618,5328,106,0.01989489489,45.04,0.42,0,0,0
2022,2022-10-01,TABLET,Pacific Northwest | Shopping,17746298618,233,3,0.01287553648,1.05,0.35,0,0,0
2022,2022-10-01,MOBILE,Pacific Northwest | Shopping | Forage Mixes,18022751265,7,1,0.1428571429,0.18,0.18,0,0,0
2022,2022-10-01,DESKTOP,Pacific Southwest | Shopping,17738427247,635,9,0.01417322835,4.74,0.53,1,51.5,10.86
2022,2022-10-01,MOBILE,Pacific Southwest | Shopping,17738427247,1213,4,0.003297609233,0.9,0.23,0,0,0
2022,2022-10-01,TABLET,Pacific Southwest | Shopping,17738427247,39,1,0.02564102564,0.03,0.03,0,0,0
2022,2022-10-01,DESKTOP,Search | Brand | ROAS,187765054,601,225,0.3743760399,307.34,1.37,35.19,4343.02,14.13
2022,2022-10-01,MOBILE,Search | Brand | ROAS,187765054,861,448,0.5203252033,340.39,0.76,37.46,4436.2,13.03
2022,2022-10-01,TABLET,Search | Brand | ROAS,187765054,40,29,0.725,14.03,0.48,3,280,19.96
2022,2022-10-01,DESKTOP,Shopping | grass | ROAS,13558031185,12615,141,0.01117717004,92.1,0.65,9,2798.74,30.39
2022,2022-10-01,MOBILE,Shopping | grass | ROAS,13558031185,28750,392,0.01363478261,148.99,0.38,6.68,1802.37,12.1
2022,2022-10-01,TABLET,Shopping | grass | ROAS,13558031185,1177,18,0.0152931181,9.34,0.52,0,0,0
2022,2022-10-01,DESKTOP,South Atlantic Transitional | DSA,17871484314,6,0,0.00%,0,0,0,0,0
2022,2022-10-01,MOBILE,South Atlantic Transitional | DSA,17871484314,6,0,0.00%,0,0,0,0,0
2022,2022-10-01,DESKTOP,Southwest Desert | DSA,17871484299,18,1,0.05555555556,9.25,9.25,0.03,13.97,1.51
2022,2022-10-01,MOBILE,Southwest Desert | DSA,17871484299,43,6,0.1395348837,6.97,1.16,0,0,0
2022,2022-10-01,TABLET,Southwest Desert | DSA,17871484299,2,2,1,1.13,0.56,0,0,0
2022,2022-10-01,DESKTOP,Southwest Desert | Shopping,17738427256,412,6,0.0145631068,2,0.33,0,0,0
2022,2022-10-01,MOBILE,Southwest Desert | Shopping,17738427256,1242,22,0.01771336554,6.41,0.29,0.98,11.62,1.81
2022,2022-10-01,TABLET,Southwest Desert | Shopping,17738427256,71,2,0.02816901408,0.54,0.27,0,0,0
2022,2022-10-01,DESKTOP,US | DSA,17879491811,280,11,0.03928571429,8.77,0.8,1,25.34,2.89
2022,2022-10-01,MOBILE,US | DSA,17879491811,408,32,0.07843137255,21.76,0.68,0,0,0
2022,2022-10-01,TABLET,US | DSA,17879491811,26,0,0.00%,0,0,0,0,0
2022,2022-11-01,DESKTOP,Nat | PMax | Catch All,16503493089,20117,380,0.01888949645,163.47,0.43,24.52,1468.21,8.98
2022,2022-11-01,MOBILE,Nat | PMax | Catch All,16503493089,58574,993,0.01695291426,214.87,0.22,32.95,2932.62,13.65
2022,2022-11-01,TABLET,Nat | PMax | Catch All,16503493089,1548,27,0.01744186047,9.28,0.34,2,117.92,12.7
2022,2022-11-01,DESKTOP,Nat | PMax | Pasture Seed | ROAS,18022523001,42984,517,0.01202773125,230.72,0.45,17.85,3892.81,16.87
2022,2022-11-01,MOBILE,Nat | PMax | Pasture Seed | ROAS,18022523001,133041,1338,0.01005705008,298.9,0.22,17.02,1861.85,6.23
2022,2022-11-01,TABLET,Nat | PMax | Pasture Seed | ROAS,18022523001,4005,57,0.01423220974,13.89,0.24,0,0,0
2022,2022-11-01,DESKTOP,Search | Brand | ROAS,187765054,346,164,0.4739884393,172.08,1.05,22.03,3660.22,21.27
2022,2022-11-01,MOBILE,Search | Brand | ROAS,187765054,483,224,0.4637681159,159.94,0.71,20.01,3066.1,19.17
2022,2022-11-01,TABLET,Search | Brand | ROAS,187765054,14,4,0.2857142857,1.39,0.35,0,0,0
2022,2022-11-01,DESKTOP,US | Display | RMK,15233962443,60688,13,0.0002142103876,130.23,10.02,1,72.65,0.56
2022,2022-11-01,MOBILE,US | Display | RMK,15233962443,51341,44,0.0008570148614,150.12,3.41,0,0,0
2022,2022-11-01,TABLET,US | Display | RMK,15233962443,3946,3,0.000760263558,10.07,3.36,0,0,0
2022,2022-11-01,CONNECTED_TV,US | Display | RMK,15233962443,4,0,0.00%,0,0,0,0,0
2022,2022-12-01,DESKTOP,Nat | PMax | Catch All,16503493089,3938,69,0.01752158456,34.55,0.5,1.23,34.01,0.98
2022,2022-12-01,MOBILE,Nat | PMax | Catch All,16503493089,9605,135,0.01405517959,33.44,0.25,4.99,269.77,8.07
