old_base_name,old_variant_count,old_variant_skus,total_revenue_q1q2,total_units_sold,unique_customer_count,new_sku,new_name,new_permalink,new_price,new_image,new_categories,mix_composition,match_score,bullet_1,bullet_2,bullet_3,bullet_4
California Native Fire-Wise Mix,1,CV-CNFW-5-LB-OLD,2399.88,12,2,CV-CNFW,California Native Fire-Resistant Seed Mix,https://naturesseed.com/products/specialty-seed/california-fire-wise-mix/,382.35,https://naturesseed.com/wp-content/uploads/2025/07/FirewiseMix.png,"All Seed, Specialty Seed, California Collection",Native Fire-Wise Mix California Brome 43%; Small Fescue 21%; Foothill Clover 8%; Dotseed Plantain 12%; Littleseed Muhly 17%,90,"Scientifically balanced blend of Native Fire-Wise Mix California Brome (43%), Small Fescue (21%), Foothill Clover (8%), Dotseed Plantain (12%) — each species chosen for complementary growth habits and root structures.","Quick to establish and low-maintenance, it enriches soil and supports pollinators while thriving with minimal water.","Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Fire-Wise | Dry Tolerant | Fast Cover
Western Native Pollinator Wildflower Mix,3,WB-BEP-2000-F;WB-BEP-500-F;WB-BEP-1000-F,2336.17,79,47,WB-XCVP,Central Valley Pollinator Wildflower Mix,https://naturesseed.com/products/wildflower-seed/central-valley-pollinator-mix-xerces-society/,58.82,https://naturesseed.com/wp-content/uploads/2025/09/Xerces.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",,50,The Central Valley Pollinator Mix is a curated blend of native California wildflowers and grasses designed to create a haven for pollinators.,A carefully curated wildflower selection featuring native species adapted to your region's climate and soil conditions.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Pollinator-Friendly | Colorful | Low-Maintenance
Intermountain West Sheep Forage Mix - 1 Acre,2,PB-SHEP-N-20-LB-;PB-IWS,2257.68,13,9,PB-SHEP-TR,Transitional Zone Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-transitional/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/TSHEEP.webp,"Pasture Seed, All Seed, Transitional Zone Pasture Seeds &amp; Seed Mixes, Sheep Pastures",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,70,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Versatile mix designed for the challenging transition zone (USDA zones 6-7) where both cool and warm-season species can thrive.,Key features: Drought Hardy | Heat Tolerant | Low Maintenance
TWCA Water-Wise Northern Sports Mix,2,TURF-WNS-1000-F;TURF-WNS-5000-F,2223.85,15,9,PB-SHEP-N,Cool Season Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-cold-season/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/NSHEEP-1.png,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Pasture Seed, Sheep Pastures",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,30,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: High Protein | Drought Hardy | Nitrogen Fix
Southern Subtropics Poultry Forage Mix - 1 Acre,1,PB-SSPB-1-A,2204.74,13,11,PB-CHIX,Chicken Forage Seed Mix,https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,19.99,https://naturesseed.com/wp-content/uploads/2025/07/POULTRY-1.webp,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes",Red Clover 19%; Common Flax 18%; Alfalfa 18%; Buckwheat 14%; Strawberry Clover 10%; Peas 10%; White Clover 6%; Crimson Clover 6%,70,"Scientifically balanced blend of Red Clover (19%), Common Flax (18%), Alfalfa (18%), Buckwheat (14%) — each species chosen for complementary growth habits and root structures.",Crafted for poultry foraging with nutrient-dense greens that support egg production and provide natural pest control in the run.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Protein-Packed | Omega-3 Rich | Drought Hardy
South-Atlantic Transitional Poultry Forage Mix - 1 Acre,1,PB-SATPB-1-A,2139.7,13,12,PB-CHIX,Chicken Forage Seed Mix,https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,19.99,https://naturesseed.com/wp-content/uploads/2025/07/POULTRY-1.webp,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes",Red Clover 19%; Common Flax 18%; Alfalfa 18%; Buckwheat 14%; Strawberry Clover 10%; Peas 10%; White Clover 6%; Crimson Clover 6%,70,"Scientifically balanced blend of Red Clover (19%), Common Flax (18%), Alfalfa (18%), Buckwheat (14%) — each species chosen for complementary growth habits and root structures.",Crafted for poultry foraging with nutrient-dense greens that support egg production and provide natural pest control in the run.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Protein-Packed | Omega-3 Rich | Drought Hardy
Mid-West/Mid-Atlantic Erosion Control Mix,2,PB-MWEC-10-LB;PB-MWEC-1-A,2129.69,17,14,CV-CNEC,California Native Erosion Control Mix,https://naturesseed.com/products/specialty-seed/california-native-erosion-control-mix/,205.88,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2497091527-scaled-1.jpg,"Specialty Seed, All Seed, California Collection",California Brome 62%; Small Fescue 26%; Foothill Clover 12%,50,"Scientifically balanced blend of California Brome (62%), Small Fescue (26%), Foothill Clover (12%) — each species chosen for complementary growth habits and root structures.",Festuca microstachys (Small Fescue) is an annual that establishes very quickly thrives in a variety of soil conditions.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Fast Cover | Deep Roots | Nitrogen Fix
Intermountain West Horse Forage Mix,1,PB-IWH-10-LB,2127.22,19,6,PB-HRSE-TR,Transitional Zone Horse Pasture Mix,https://naturesseed.com/products/pasture-seed/horse-pasture-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/THORSE.webp,"Pasture Seed, All Seed, Transitional Zone Pasture Seeds &amp; Seed Mixes, Horse Pasture Seed",Meadow Bromegrass 45%; Tall Fescue 32%; Perennial Ryegrass 12%; Alfalfa 9%; Kentucky Bluegrass 2%,70,"Scientifically balanced blend of Meadow Bromegrass (45%), Tall Fescue (32%), Perennial Ryegrass (12%), Alfalfa (9%) — each species chosen for complementary growth habits and root structures.","Formulated specifically for equine pastures — high palatability, safe for horses, and designed for heavy hoof traffic recovery.",Versatile mix designed for the challenging transition zone (USDA zones 6-7) where both cool and warm-season species can thrive.,Key features: Drought Hardy | Cold Hardy | Low Maintenance
Strawberry Clover,3,PG-TRFR-10-LB;PG-TRFR-1-LB;PG-TRFR-25-LB,2118.03,65,41,PB-CLV,Pasture Clover Mix for Waterfowl Food Plots,https://naturesseed.com/products/pasture-seed/pasture-clover-mix-for-duck-quail-food-plot/,47.99,https://naturesseed.com/wp-content/uploads/2025/12/Duck-and-Quail-Food-Plot.webp,"Pasture Seed, Food Plot Seed",Ladino White Clover 40%; Medium Red Clover 35%; Alsike Clover 15%; Subterranean Clover 10%,40,"Scientifically balanced blend of Ladino White Clover (40%), Medium Red Clover (35%), Alsike Clover (15%), Subterranean Clover (10%) — each species chosen for complementary growth habits and root structures.",Purpose-built forage blend designed for productive grazing with species proven in real-world pasture conditions.,Key features: Turn Wet Wasted Ground Into | Let Your Food Plot Hunt For | Keep Birds On Your Side Of,
Southeast Wildflower Mix,3,WB-SE-2000-F;WB-SE-500-F;WB-SE-1000-F,2069.12,54,32,BDL-FYC,First-Year Color + Perennial Foundation Wildflower Kit,https://naturesseed.com/products/wildflower-seed/first-year-and-perennial-foundation-wildflower-kit/,49.99,https://naturesseed.com/wp-content/uploads/2026/02/First-Year-Color-Perennial-Foundation-Wildflower-Kit-2-Mix-Instant-Permanent-Meadow-Starter-1.png,Native Wildflower Seed &amp; Seed Mixes,,40,A 2-mix wildflower kit designed to solve the biggest problem with perennial wildflower plantings: the wait.,A carefully curated wildflower selection featuring native species adapted to your region's climate and soil conditions.,"Key features: 1 lb Kit | ~1,000 Sq Ft | Year 1 Color",
Great Lakes/New England Sheep Forage Mix - 1 Acre,1,PB-GLS,2040.79,10,8,PB-SHEP-TR,Transitional Zone Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-transitional/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/TSHEEP.webp,"Pasture Seed, All Seed, Transitional Zone Pasture Seeds &amp; Seed Mixes, Sheep Pastures",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,70,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Versatile mix designed for the challenging transition zone (USDA zones 6-7) where both cool and warm-season species can thrive.,Key features: Drought Hardy | Heat Tolerant | Low Maintenance
Great Plains Poultry Forage Mix - 1 Acre,1,PB-GPPB,1939.48,34,32,PB-CHIX,Chicken Forage Seed Mix,https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,19.99,https://naturesseed.com/wp-content/uploads/2025/07/POULTRY-1.webp,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes",Red Clover 19%; Common Flax 18%; Alfalfa 18%; Buckwheat 14%; Strawberry Clover 10%; Peas 10%; White Clover 6%; Crimson Clover 6%,70,"Scientifically balanced blend of Red Clover (19%), Common Flax (18%), Alfalfa (18%), Buckwheat (14%) — each species chosen for complementary growth habits and root structures.",Crafted for poultry foraging with nutrient-dense greens that support egg production and provide natural pest control in the run.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Protein-Packed | Omega-3 Rich | Drought Hardy
Switchgrass,1,PG-PAVI-1-LB-OLD,1937.33,114,54,PG-PAVI,Switchgrass (Panicum Virgatum) Seed,https://naturesseed.com/products/pasture-seed/switchgrass-seed/,84.99,https://naturesseed.com/wp-content/uploads/2025/07/Switchgrass.png,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",,40,Native warm-season Panicum virgatum (switchgrass) thrives in USDA Zones 3–9 (Great Plains to Southeast US).,"An exceptionally hardy, low-maintenance grass, it tolerates drought and poor soils while delivering high forage yields and dense cover.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Prairie Grass | Biofuel Crop | Drought Hardy
Pacific Southwest Goat Forage Mix,2,PB-PSWG;PB-PSWG-2.5-A,1843.13,11,9,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,"Pasture Seed, All Seed, Goat Pasture Seed",Red Clover 9%; Cicer Milkvetch 4%,80,"Scientifically balanced blend of Red Clover (9%), Cicer Milkvetch (4%) — each species chosen for complementary growth habits and root structures.",Designed for goat browsing habits with species that withstand aggressive grazing patterns and thrive in varied terrain.,Key features: 13 Species | Bloat-Safe | Low Maintenance,
Annual Ryegrass,4,PG-LOMU-50-LB;PG-LOMU-25-LB;PG-LOMU-10-LB;PG-LOMU-1-LB,1809.73,65,42,PG-LOPE,Perennial Ryegrass,https://naturesseed.com/products/pasture-seed/perennial-ryegrass/,34.99,https://naturesseed.com/wp-content/uploads/2025/07/PerennialRyegrass-Crop.png,"All Seed, Cover Crop Seed, Northern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",,70,"Perennial Ryegrass ( Lolium perenne ) is a cool-season forage grass prized for its fast establishment and rich, digestible forage.",Fast-establishing perennial ryegrass with improved turf density and dark green color — visible results in as little as 5-10 days.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Fast Start | High Sugars | Palatable
Great Plains Beef Cattle Forage Mix - 1 Acre,1,PB-GPBC-1-A,1803.34,8,2,PB-COW-NTR,Cool Season Cattle Pasture Seed Mix,https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-cold-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/NCOW-Main.webp,"Pasture Seed, All Seed, Cattle Pasture Seed, Southern US Pasture Seeds &amp; Seed Mixes",Meadow Bromegrass 70%; Perennial Ryegrass 18%; Orchardgrass 6%; Alfalfa 4%; White Clover 2%,70,"Scientifically balanced blend of Meadow Bromegrass (70%), Perennial Ryegrass (18%), Orchardgrass (6%), Alfalfa (4%) — each species chosen for complementary growth habits and root structures.",Optimized for cattle grazing with high-yield forage species that maximize feed value per acre and support rotational grazing programs.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Drought Hardy | Winter Hardy | Grazing Tough
Southwest Desert Dryland Pasture Mix,2,PB-SWDD-2.5-A;PB-SWDD-0.5-A,1786.93,3,3,PB-DRY,Dryland Pasture Mix,https://naturesseed.com/products/pasture-seed/dryland-pasture-mix/,50.99,https://naturesseed.com/wp-content/uploads/2025/12/DrylandPAsture.webp,,Drought-Tolerant Tall Fescue 30%; Intermediate Wheatgrass 25%; Crested Wheatgrass 20%; Drought-Resistant Orchardgrass 15%,80,"Scientifically balanced blend of Drought-Tolerant Tall Fescue (30%), Intermediate Wheatgrass (25%), Crested Wheatgrass (20%), Drought-Resistant Orchardgrass (15%) — each species chosen for complementary growth habits and root structures.",Purpose-built forage blend designed for productive grazing with species proven in real-world pasture conditions.,Key features: More Grazing From Every Drop | Grass Even When You Skip | Pasture That Fits Your,
Southwest Transitional Goat Forage Mix - 1 Acre,1,PB-SWTG,1785.67,12,12,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,"Pasture Seed, All Seed, Goat Pasture Seed",Red Clover 9%; Cicer Milkvetch 4%,80,"Scientifically balanced blend of Red Clover (9%), Cicer Milkvetch (4%) — each species chosen for complementary growth habits and root structures.",Designed for goat browsing habits with species that withstand aggressive grazing patterns and thrive in varied terrain.,Versatile mix designed for the challenging transition zone (USDA zones 6-7) where both cool and warm-season species can thrive.,Key features: 13 Species | Bloat-Safe | Low Maintenance
Bermuda Grass Seed Mix,3,TURF-CYDA-2000-F;TURF-CYDA-500-F;TURF-CYDA,1773.65,21,18,TURF-BERM,Bermuda Grass Seed Mix for Lawns,https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/,119.99,https://naturesseed.com/wp-content/uploads/2025/07/Bermudagrass-1.png,"All Seed, Southern Lawn, Sports Turf/High Traffic, Lawn Seed",,80,"Meet our Premium Bermuda Grass Lawn Seed Blend , powered by the exclusive “VSP Triple” mix of Maya, Blackjack, and Transcontinental varieties.","Engineered for a dense, resilient lawn that handles foot traffic, recovers from wear, and stays green through seasonal changes.",Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Warm Season | Extreme Durability | Coarse Texture
Annual Sunflower,1,PG-HEAN-1-LB,1769.8,49,40,W-ENCA,California Bush Sunflower Seed,https://naturesseed.com/products/wildflower-seed/california-bush-sunflower/,21.16,https://naturesseed.com/wp-content/uploads/2025/09/Encelia-californica.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",,40,"This Bush Sunflower seed was collected with permits from wildland areas in Santa Barbara County, CA.",California Bush Sunflower (Encelia californica) is a fast-growing shrub with bright yellow daisy-like flowers.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Long-Blooming | Drought-Tolerant | Erosion-Control
Pacific Northwest Sheep Forage Mix - 1 Acre,1,PB-PNWS,1764.37,12,9,PB-SHEP-N,Cool Season Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-cold-season/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/NSHEEP-1.png,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Pasture Seed, Sheep Pastures",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,100,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: High Protein | Drought Hardy | Nitrogen Fix
Low Maintenance Seed Mix,2,TURF-LM-500-F;TURF-LM,1734.23,34,20,TURF-W-TALL-BUNDLE,Pet & Kid Friendly Low-Maintenance Fescue Lawn Bundle,https://naturesseed.com/product/bundle/pet-kid-friendly-fescue-lawn-bundle/,159.99,https://naturesseed.com/wp-content/uploads/2025/09/pet_fescue_bundle-1.png,"Lawn Seed, All Seed",,20,Give your family a lawn that’s built to last.,"Engineered for a dense, resilient lawn that handles foot traffic, recovers from wear, and stays green through seasonal changes.",Key features: Pet & Kid Friendly | Low-Maintenance | All-in-one Solution,
Forage Radish,4,PG-RASA-25-LB;PG-RASA-10-LB;PG-RASA-1-LB;PG-RASA-50-LB,1728.95,118,82,PB-TORT,Tortoise Forage &amp; Habitat Mix,https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/,44.99,https://naturesseed.com/wp-content/uploads/2025/07/TURTOISE-1.png,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",,40,"A versatile grass seed mix for grazing and habitat, Tortoise Forage Mix combines 8 drought-tolerant species (bluestem, wheatgrass, fescues, orchardgrass, buffalograss, bermuda, blue grama) to create lush pasture from the Great Plains to the Southwest.","Habitat-specific forage blend with species safe for tortoises, providing both nutrition and natural shelter.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Drought Hardy | Low Maintenance | Erosion Control
Pretty Prairie Tallgrass Mix,2,PB-PPT;PB-PPT-1-LB,1693.62,23,12,PB-SGPR,Shortgrass Prairie Seed Mix,https://naturesseed.com/products/pasture-seed/shortgrass-prairie-mix/,84.99,https://naturesseed.com/wp-content/uploads/2025/11/Shortgrass.png,"All Seed, Food Plot Seed",,40,Not every landscape needs to tower.,Some look best when they whisper instead of shout.,Key features: Low Growing | Drought Tolerant | Grazing,
Northeast Wildflower Mix,2,WB-NE-0.5-LB;WB-NE-500-F,1685.76,50,40,BDL-FYC,First-Year Color + Perennial Foundation Wildflower Kit,https://naturesseed.com/products/wildflower-seed/first-year-and-perennial-foundation-wildflower-kit/,49.99,https://naturesseed.com/wp-content/uploads/2026/02/First-Year-Color-Perennial-Foundation-Wildflower-Kit-2-Mix-Instant-Permanent-Meadow-Starter-1.png,Native Wildflower Seed &amp; Seed Mixes,,40,A 2-mix wildflower kit designed to solve the biggest problem with perennial wildflower plantings: the wait.,A carefully curated wildflower selection featuring native species adapted to your region's climate and soil conditions.,"Key features: 1 lb Kit | ~1,000 Sq Ft | Year 1 Color",
Baby Blue Eyes,3,W-NEME-1-LB;W-NEME-0.25-LB;W-NEME-0.5-LB,1664.3,40,37,W-SIBE,Blue-Eyed Grass Seed,https://naturesseed.com/products/wildflower-seed/blue-eyed-grass/,50.58,https://naturesseed.com/wp-content/uploads/2025/09/Western-Blue-eyed-Grass.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",,40,"This Blue Eyed Grass seed was collected in San Mateo County and grown at Hedgerow Farms in Yolo County, CA.","Blue-eyed Grass (Sisyrinchium bellum) is not a grass, but a charming perennial wildflower— actually an iris relative.","Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Caifornia Native | Pollinator-Friendly | Colorful
Flowering Meadow Mix,3,WB-FM-2000-F;WB-FM-500-F;WB-FM-1000-F,1654.53,30,27,BDL-FYC,First-Year Color + Perennial Foundation Wildflower Kit,https://naturesseed.com/products/wildflower-seed/first-year-and-perennial-foundation-wildflower-kit/,49.99,https://naturesseed.com/wp-content/uploads/2026/02/First-Year-Color-Perennial-Foundation-Wildflower-Kit-2-Mix-Instant-Permanent-Meadow-Starter-1.png,Native Wildflower Seed &amp; Seed Mixes,,30,A 2-mix wildflower kit designed to solve the biggest problem with perennial wildflower plantings: the wait.,A carefully curated wildflower selection featuring native species adapted to your region's climate and soil conditions.,"Key features: 1 lb Kit | ~1,000 Sq Ft | Year 1 Color",
Western Wheatgrass,3,PG-AGSM-10-LB;PG-AGSM-1-LB;PG-AGSM-25-LB,1637.95,47,22,BDL-ORL,Overseed &amp; Repair Lawn Kit,https://naturesseed.com/products/grass-seed/overseed-and-repair-lawn-kit/,79.99,https://naturesseed.com/wp-content/uploads/2026/02/Overseed-Repair-Lawn-Kit-Fast-Green-Perennial-Ryegrass-Deep-Rooted-Triblade-Elite-Tall-Fescue-1.png,"Lawn Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn",,30,A 2-species lawn repair kit that pairs fast-germinating Perennial Ryegrass with deep-rooted Triblade Elite Tall Fescue.,"Engineered for a dense, resilient lawn that handles foot traffic, recovers from wear, and stays green through seasonal changes.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,"Key features: 10 lb Kit | ~2,000 Sq Ft | 5-Day Green-up"
Great Lakes/New England Big Game Food Plot Mix,2,PB-GLBG-2.5-A;PB-GLBG-0.5-A,1632.11,11,10,PB-GAME,Big Game Food Plot &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/Game-1.webp,"All Seed, Food Plot Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",Oats 61%; Chicory 14%; Alfalfa 5%; Forage Radish 5%; White Clover 5%; Crimson Clover 4%; Triticale 4%; Peas 3%; Red Clover 2%,70,"Scientifically balanced blend of Oats (61%), Chicory (14%), Alfalfa (5%), Forage Radish (5%) — each species chosen for complementary growth habits and root structures.","Wildlife food plot blend timed for peak nutritional value during hunting season, attracting and holding game on your property.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Drought Hardy | Wildlife Magnet | High Protein
Great Plains Erosion Control Mix,2,PB-GPEC-2.5-A;PB-GPEC-0.5-A,1631.49,10,10,CV-CNEC,California Native Erosion Control Mix,https://naturesseed.com/products/specialty-seed/california-native-erosion-control-mix/,205.88,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2497091527-scaled-1.jpg,"Specialty Seed, All Seed, California Collection",California Brome 62%; Small Fescue 26%; Foothill Clover 12%,50,"Scientifically balanced blend of California Brome (62%), Small Fescue (26%), Foothill Clover (12%) — each species chosen for complementary growth habits and root structures.",Festuca microstachys (Small Fescue) is an annual that establishes very quickly thrives in a variety of soil conditions.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Fast Cover | Deep Roots | Nitrogen Fix
Arizona Fescue,3,PG-FEAR-50-LB;PG-FEAR-1-LB;PG-FEAR-10-LB,1610.7,30,19,TURF-W-TALL-BUNDLE,Pet & Kid Friendly Low-Maintenance Fescue Lawn Bundle,https://naturesseed.com/product/bundle/pet-kid-friendly-fescue-lawn-bundle/,159.99,https://naturesseed.com/wp-content/uploads/2025/09/pet_fescue_bundle-1.png,"Lawn Seed, All Seed",,40,Give your family a lawn that’s built to last.,"Engineered for a dense, resilient lawn that handles foot traffic, recovers from wear, and stays green through seasonal changes.",Key features: Pet & Kid Friendly | Low-Maintenance | All-in-one Solution,
Transitional Horse Pasture Mix,1,PB-HRSE-T-10-LB-OLD,1559.83,17,8,PB-HRSE-TR,Transitional Zone Horse Pasture Mix,https://naturesseed.com/products/pasture-seed/horse-pasture-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/THORSE.webp,"Pasture Seed, All Seed, Transitional Zone Pasture Seeds &amp; Seed Mixes, Horse Pasture Seed",Meadow Bromegrass 45%; Tall Fescue 32%; Perennial Ryegrass 12%; Alfalfa 9%; Kentucky Bluegrass 2%,90,"Scientifically balanced blend of Meadow Bromegrass (45%), Tall Fescue (32%), Perennial Ryegrass (12%), Alfalfa (9%) — each species chosen for complementary growth habits and root structures.","Formulated specifically for equine pastures — high palatability, safe for horses, and designed for heavy hoof traffic recovery.",Versatile mix designed for the challenging transition zone (USDA zones 6-7) where both cool and warm-season species can thrive.,Key features: Drought Hardy | Cold Hardy | Low Maintenance
Streambank Wheatgrass,3,PG-AGRI-10-LB;PG-AGRI-1-LB;PG-AGRI-25-LB,1559.24,31,15,BDL-ORL,Overseed &amp; Repair Lawn Kit,https://naturesseed.com/products/grass-seed/overseed-and-repair-lawn-kit/,79.99,https://naturesseed.com/wp-content/uploads/2026/02/Overseed-Repair-Lawn-Kit-Fast-Green-Perennial-Ryegrass-Deep-Rooted-Triblade-Elite-Tall-Fescue-1.png,"Lawn Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn",,30,A 2-species lawn repair kit that pairs fast-germinating Perennial Ryegrass with deep-rooted Triblade Elite Tall Fescue.,"Engineered for a dense, resilient lawn that handles foot traffic, recovers from wear, and stays green through seasonal changes.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,"Key features: 10 lb Kit | ~2,000 Sq Ft | 5-Day Green-up"
Northern Goat Pasture Mix,1,PB-GOAT-N-OLD,1529.83,17,11,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,"Pasture Seed, All Seed, Goat Pasture Seed",Red Clover 9%; Cicer Milkvetch 4%,80,"Scientifically balanced blend of Red Clover (9%), Cicer Milkvetch (4%) — each species chosen for complementary growth habits and root structures.",Designed for goat browsing habits with species that withstand aggressive grazing patterns and thrive in varied terrain.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: 13 Species | Bloat-Safe | Low Maintenance
