source_category,source_category_group,source_category_customers,cross_sell_rank,target_category,target_category_group,cross_sell_rate_pct,recommended_product,product_purchases,product_revenue,recommendation_type
Native Wildflower Seed,Wildflower,2260,4,Clover Seed,Clover,14.4,White Dutch Clover Seeds - 5000 ft²,258,21263.15,cross_sell
Native Wildflower Seed,Wildflower,2260,4,Clover Seed,Clover,14.4,Micro Clover Seed - 1000 ft²,230,18077.82,cross_sell
Native Wildflower Seed,Wildflower,2260,5,Pasture Seed,Pasture,6.0,"Horse Pasture Mix - Transitional - 50 lbs - 100,000 Sq. Ft.",38,19644.55,cross_sell
Native Wildflower Seed,Wildflower,2260,5,Pasture Seed,Pasture,6.0,"Cattle &amp; Dairy Cow Pasture Mix | Cold &amp; Warm Season - 50 lbs - 100,000 Sq. Ft.",47,15431.06,cross_sell
Native Wildflower Seed,Wildflower,2260,5,Pasture Seed,Pasture,6.0,"Horse Pasture Mix | Warm Season - 50 lbs - 100,000 Sq. Ft.",35,13254.29,cross_sell
California Collection,California,1424,1,Native Wildflower Seed,Wildflower,57.4,California Native Wildflower Mix - 2000 ft²,183,21998.64,cross_sell
California Collection,California,1424,1,Native Wildflower Seed,Wildflower,57.4,Annual Wildflower Mix - 2000 ft²,109,8267.27,cross_sell
California Collection,California,1424,1,Native Wildflower Seed,Wildflower,57.4,California Coastal Native Wildflower Mix - 2000 ft²,59,7226.11,cross_sell
California Collection,California,1424,2,Specialty Seed,Specialty,44.4,Jimmy's Blue Ribbon Premium Grass Seed Mix - 2000 ft²,152,29573.09,cross_sell
California Collection,California,1424,2,Specialty Seed,Specialty,44.4,South-Atlantic Transitional Horse Forage Mix - 2.5 Acres,41,27135.56,cross_sell
California Collection,California,1424,2,Specialty Seed,Specialty,44.4,Jimmy's Blue Ribbon Premium Grass Seed Mix - 1000 ft²,241,26431.46,cross_sell
California Collection,California,1424,3,Clover Seed,Clover,8.4,White Dutch Clover Seeds - 1/4 Acre,131,26856.18,cross_sell
California Collection,California,1424,3,Clover Seed,Clover,8.4,White Dutch Clover Seeds - 5000 ft²,258,21263.15,cross_sell
California Collection,California,1424,3,Clover Seed,Clover,8.4,Micro Clover Seed - 1000 ft²,230,18077.82,cross_sell
California Collection,California,1424,4,Lawn Seed,Lawn,6.9,Triple-Play Turf Type Tall Fescue Seed Blend - 2000 ft²,139,27501.51,cross_sell
California Collection,California,1424,4,Lawn Seed,Lawn,6.9,Kentucky Bluegrass Seed: Blue Ribbon Mix - 1/4 Acre,20,18068.51,cross_sell
California Collection,California,1424,4,Lawn Seed,Lawn,6.9,Kentucky Bluegrass Seed: Blue Ribbon Mix - 5000 ft²,70,17343.64,cross_sell
Clover Seed,Clover,2603,1,Specialty Seed,Specialty,34.7,Jimmy's Blue Ribbon Premium Grass Seed Mix - 2000 ft²,152,29573.09,cross_sell
Clover Seed,Clover,2603,1,Specialty Seed,Specialty,34.7,South-Atlantic Transitional Horse Forage Mix - 2.5 Acres,41,27135.56,cross_sell
Clover Seed,Clover,2603,1,Specialty Seed,Specialty,34.7,Jimmy's Blue Ribbon Premium Grass Seed Mix - 1000 ft²,241,26431.46,cross_sell
Clover Seed,Clover,2603,2,Lawn Seed,Lawn,21.1,Triple-Play Turf Type Tall Fescue Seed Blend - 2000 ft²,139,27501.51,cross_sell
Clover Seed,Clover,2603,2,Lawn Seed,Lawn,21.1,Kentucky Bluegrass Seed: Blue Ribbon Mix - 1/4 Acre,20,18068.51,cross_sell
Clover Seed,Clover,2603,2,Lawn Seed,Lawn,21.1,Kentucky Bluegrass Seed: Blue Ribbon Mix - 5000 ft²,70,17343.64,cross_sell
Clover Seed,Clover,2603,3,Native Wildflower Seed,Wildflower,12.5,California Native Wildflower Mix - 2000 ft²,183,21998.64,cross_sell
Clover Seed,Clover,2603,3,Native Wildflower Seed,Wildflower,12.5,Annual Wildflower Mix - 2000 ft²,109,8267.27,cross_sell
Clover Seed,Clover,2603,3,Native Wildflower Seed,Wildflower,12.5,California Coastal Native Wildflower Mix - 2000 ft²,59,7226.11,cross_sell
Clover Seed,Clover,2603,4,Pasture Seed,Pasture,7.3,"Horse Pasture Mix - Transitional - 50 lbs - 100,000 Sq. Ft.",38,19644.55,cross_sell
Clover Seed,Clover,2603,4,Pasture Seed,Pasture,7.3,"Cattle &amp; Dairy Cow Pasture Mix | Cold &amp; Warm Season - 50 lbs - 100,000 Sq. Ft.",47,15431.06,cross_sell
Clover Seed,Clover,2603,4,Pasture Seed,Pasture,7.3,"Horse Pasture Mix | Warm Season - 50 lbs - 100,000 Sq. Ft.",35,13254.29,cross_sell
Clover Seed,Clover,2603,5,California Collection,California,4.6,California Native Wildflower Mix - 2000 ft²,183,21998.64,cross_sell
Clover Seed,Clover,2603,5,California Collection,California,4.6,California Habitat Mix - 1 lbs,105,11258.87,cross_sell
Clover Seed,Clover,2603,5,California Collection,California,4.6,California Habitat Mix - 10 lbs,11,11143.65,cross_sell
Specialty Seed,Specialty,7070,1,Lawn Seed,Lawn,13.8,Triple-Play Turf Type Tall Fescue Seed Blend - 2000 ft²,139,27501.51,cross_sell
Specialty Seed,Specialty,7070,1,Lawn Seed,Lawn,13.8,Kentucky Bluegrass Seed: Blue Ribbon Mix - 1/4 Acre,20,18068.51,cross_sell
Specialty Seed,Specialty,7070,1,Lawn Seed,Lawn,13.8,Kentucky Bluegrass Seed: Blue Ribbon Mix - 5000 ft²,70,17343.64,cross_sell
Specialty Seed,Specialty,7070,2,Native Wildflower Seed,Wildflower,13.6,California Native Wildflower Mix - 2000 ft²,183,21998.64,cross_sell
Specialty Seed,Specialty,7070,2,Native Wildflower Seed,Wildflower,13.6,Annual Wildflower Mix - 2000 ft²,109,8267.27,cross_sell
Specialty Seed,Specialty,7070,2,Native Wildflower Seed,Wildflower,13.6,California Coastal Native Wildflower Mix - 2000 ft²,59,7226.11,cross_sell
Specialty Seed,Specialty,7070,3,Clover Seed,Clover,12.8,White Dutch Clover Seeds - 1/4 Acre,131,26856.18,cross_sell
Specialty Seed,Specialty,7070,3,Clover Seed,Clover,12.8,White Dutch Clover Seeds - 5000 ft²,258,21263.15,cross_sell
Specialty Seed,Specialty,7070,3,Clover Seed,Clover,12.8,Micro Clover Seed - 1000 ft²,230,18077.82,cross_sell
Specialty Seed,Specialty,7070,4,California Collection,California,8.9,California Native Wildflower Mix - 2000 ft²,183,21998.64,cross_sell
Specialty Seed,Specialty,7070,4,California Collection,California,8.9,California Habitat Mix - 1 lbs,105,11258.87,cross_sell
Specialty Seed,Specialty,7070,4,California Collection,California,8.9,California Habitat Mix - 10 lbs,11,11143.65,cross_sell
Specialty Seed,Specialty,7070,5,Pasture Seed,Pasture,7.3,"Horse Pasture Mix - Transitional - 50 lbs - 100,000 Sq. Ft.",38,19644.55,cross_sell
Specialty Seed,Specialty,7070,5,Pasture Seed,Pasture,7.3,"Cattle &amp; Dairy Cow Pasture Mix | Cold &amp; Warm Season - 50 lbs - 100,000 Sq. Ft.",47,15431.06,cross_sell
Specialty Seed,Specialty,7070,5,Pasture Seed,Pasture,7.3,"Horse Pasture Mix | Warm Season - 50 lbs - 100,000 Sq. Ft.",35,13254.29,cross_sell
Food Plot Seed,Specialty,260,1,Specialty Seed,Specialty,42.3,Jimmy's Blue Ribbon Premium Grass Seed Mix - 2000 ft²,152,29573.09,cross_sell
Food Plot Seed,Specialty,260,1,Specialty Seed,Specialty,42.3,South-Atlantic Transitional Horse Forage Mix - 2.5 Acres,41,27135.56,cross_sell
Food Plot Seed,Specialty,260,1,Specialty Seed,Specialty,42.3,Jimmy's Blue Ribbon Premium Grass Seed Mix - 1000 ft²,241,26431.46,cross_sell
Food Plot Seed,Specialty,260,2,Pasture Seed,Pasture,23.8,"Horse Pasture Mix - Transitional - 50 lbs - 100,000 Sq. Ft.",38,19644.55,cross_sell
Food Plot Seed,Specialty,260,2,Pasture Seed,Pasture,23.8,"Cattle &amp; Dairy Cow Pasture Mix | Cold &amp; Warm Season - 50 lbs - 100,000 Sq. Ft.",47,15431.06,cross_sell
Food Plot Seed,Specialty,260,2,Pasture Seed,Pasture,23.8,"Horse Pasture Mix | Warm Season - 50 lbs - 100,000 Sq. Ft.",35,13254.29,cross_sell
Food Plot Seed,Specialty,260,3,Native Wildflower Seed,Wildflower,15.0,California Native Wildflower Mix - 2000 ft²,183,21998.64,cross_sell
Food Plot Seed,Specialty,260,3,Native Wildflower Seed,Wildflower,15.0,Annual Wildflower Mix - 2000 ft²,109,8267.27,cross_sell
Food Plot Seed,Specialty,260,3,Native Wildflower Seed,Wildflower,15.0,California Coastal Native Wildflower Mix - 2000 ft²,59,7226.11,cross_sell
Food Plot Seed,Specialty,260,4,Clover Seed,Clover,13.5,White Dutch Clover Seeds - 1/4 Acre,131,26856.18,cross_sell
Food Plot Seed,Specialty,260,4,Clover Seed,Clover,13.5,White Dutch Clover Seeds - 5000 ft²,258,21263.15,cross_sell
Food Plot Seed,Specialty,260,4,Clover Seed,Clover,13.5,Micro Clover Seed - 1000 ft²,230,18077.82,cross_sell
Food Plot Seed,Specialty,260,5,Lawn Seed,Lawn,11.9,Triple-Play Turf Type Tall Fescue Seed Blend - 2000 ft²,139,27501.51,cross_sell
Food Plot Seed,Specialty,260,5,Lawn Seed,Lawn,11.9,Kentucky Bluegrass Seed: Blue Ribbon Mix - 1/4 Acre,20,18068.51,cross_sell
Food Plot Seed,Specialty,260,5,Lawn Seed,Lawn,11.9,Kentucky Bluegrass Seed: Blue Ribbon Mix - 5000 ft²,70,17343.64,cross_sell
Cover Crop Seed,Specialty,158,1,Pasture Seed,Pasture,62.7,"Horse Pasture Mix - Transitional - 50 lbs - 100,000 Sq. Ft.",38,19644.55,cross_sell
Cover Crop Seed,Specialty,158,1,Pasture Seed,Pasture,62.7,"Cattle &amp; Dairy Cow Pasture Mix | Cold &amp; Warm Season - 50 lbs - 100,000 Sq. Ft.",47,15431.06,cross_sell
Cover Crop Seed,Specialty,158,1,Pasture Seed,Pasture,62.7,"Horse Pasture Mix | Warm Season - 50 lbs - 100,000 Sq. Ft.",35,13254.29,cross_sell
Cover Crop Seed,Specialty,158,2,Clover Seed,Clover,57.6,White Dutch Clover Seeds - 1/4 Acre,131,26856.18,cross_sell
Cover Crop Seed,Specialty,158,2,Clover Seed,Clover,57.6,White Dutch Clover Seeds - 5000 ft²,258,21263.15,cross_sell
Cover Crop Seed,Specialty,158,2,Clover Seed,Clover,57.6,Micro Clover Seed - 1000 ft²,230,18077.82,cross_sell
Cover Crop Seed,Specialty,158,3,Specialty Seed,Specialty,51.9,Jimmy's Blue Ribbon Premium Grass Seed Mix - 2000 ft²,152,29573.09,cross_sell
Cover Crop Seed,Specialty,158,3,Specialty Seed,Specialty,51.9,South-Atlantic Transitional Horse Forage Mix - 2.5 Acres,41,27135.56,cross_sell
Cover Crop Seed,Specialty,158,3,Specialty Seed,Specialty,51.9,Jimmy's Blue Ribbon Premium Grass Seed Mix - 1000 ft²,241,26431.46,cross_sell
Cover Crop Seed,Specialty,158,4,Lawn Seed,Lawn,21.5,Triple-Play Turf Type Tall Fescue Seed Blend - 2000 ft²,139,27501.51,cross_sell
Cover Crop Seed,Specialty,158,4,Lawn Seed,Lawn,21.5,Kentucky Bluegrass Seed: Blue Ribbon Mix - 1/4 Acre,20,18068.51,cross_sell
Cover Crop Seed,Specialty,158,4,Lawn Seed,Lawn,21.5,Kentucky Bluegrass Seed: Blue Ribbon Mix - 5000 ft²,70,17343.64,cross_sell
Cover Crop Seed,Specialty,158,5,Native Wildflower Seed,Wildflower,13.3,California Native Wildflower Mix - 2000 ft²,183,21998.64,cross_sell
Cover Crop Seed,Specialty,158,5,Native Wildflower Seed,Wildflower,13.3,Annual Wildflower Mix - 2000 ft²,109,8267.27,cross_sell
Cover Crop Seed,Specialty,158,5,Native Wildflower Seed,Wildflower,13.3,California Coastal Native Wildflower Mix - 2000 ft²,59,7226.11,cross_sell
Planting Aids,Planting Aids,325,1,Specialty Seed,Specialty,38.8,Jimmy's Blue Ribbon Premium Grass Seed Mix - 2000 ft²,152,29573.09,cross_sell
Planting Aids,Planting Aids,325,1,Specialty Seed,Specialty,38.8,South-Atlantic Transitional Horse Forage Mix - 2.5 Acres,41,27135.56,cross_sell
Planting Aids,Planting Aids,325,1,Specialty Seed,Specialty,38.8,Jimmy's Blue Ribbon Premium Grass Seed Mix - 1000 ft²,241,26431.46,cross_sell
Planting Aids,Planting Aids,325,2,Lawn Seed,Lawn,32.3,Triple-Play Turf Type Tall Fescue Seed Blend - 2000 ft²,139,27501.51,cross_sell
Planting Aids,Planting Aids,325,2,Lawn Seed,Lawn,32.3,Kentucky Bluegrass Seed: Blue Ribbon Mix - 1/4 Acre,20,18068.51,cross_sell
Planting Aids,Planting Aids,325,2,Lawn Seed,Lawn,32.3,Kentucky Bluegrass Seed: Blue Ribbon Mix - 5000 ft²,70,17343.64,cross_sell
Planting Aids,Planting Aids,325,3,Pasture Seed,Pasture,18.5,"Horse Pasture Mix - Transitional - 50 lbs - 100,000 Sq. Ft.",38,19644.55,cross_sell
Planting Aids,Planting Aids,325,3,Pasture Seed,Pasture,18.5,"Cattle &amp; Dairy Cow Pasture Mix | Cold &amp; Warm Season - 50 lbs - 100,000 Sq. Ft.",47,15431.06,cross_sell
Planting Aids,Planting Aids,325,3,Pasture Seed,Pasture,18.5,"Horse Pasture Mix | Warm Season - 50 lbs - 100,000 Sq. Ft.",35,13254.29,cross_sell
Planting Aids,Planting Aids,325,4,Clover Seed,Clover,17.2,White Dutch Clover Seeds - 1/4 Acre,131,26856.18,cross_sell
Planting Aids,Planting Aids,325,4,Clover Seed,Clover,17.2,White Dutch Clover Seeds - 5000 ft²,258,21263.15,cross_sell
Planting Aids,Planting Aids,325,4,Clover Seed,Clover,17.2,Micro Clover Seed - 1000 ft²,230,18077.82,cross_sell
Planting Aids,Planting Aids,325,5,Native Wildflower Seed,Wildflower,13.2,California Native Wildflower Mix - 2000 ft²,183,21998.64,cross_sell
Planting Aids,Planting Aids,325,5,Native Wildflower Seed,Wildflower,13.2,Annual Wildflower Mix - 2000 ft²,109,8267.27,cross_sell
Planting Aids,Planting Aids,325,5,Native Wildflower Seed,Wildflower,13.2,California Coastal Native Wildflower Mix - 2000 ft²,59,7226.11,cross_sell
