Product Item ID,Product Title,Product Type L1,Product Type L2,Total Impressions,Total Clicks,Total Cost ($),Total Conversions,Total Revenue ($),Total ROAS,CTR (%),Avg CPC ($),Conv Rate (%),Avg Order Value ($),Quarters Active,Campaigns,Matched Live ID,Match Type
gla_444937,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Blue Grama Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,10469,52,105.50,0.00,0.00,0.00,0.50,2.03,0.00,0.00,3,7,gla_444937,id_exact
gla_445279,"Nature's Seed Any Region Pasture & Forage 50 Lb for 50,000 Sq Ft Mix Designed to attract Bees and Pollinators",pasture seeds,pasture seeds mix,10993,39,119.92,0.00,0.00,0.00,0.35,3.07,0.00,0.00,3,7,gla_445279,id_exact
gla_446612,"Perennial Ryegrass 50 Lb – Durable, Quick-Growing Forage Grass for Pastures for 50,000 Sq Ft | Nature's Seed",pasture seeds,single species pasture seeds,12637,46,40.35,0.00,0.00,0.00,0.36,0.88,0.00,0.00,3,4,gla_446612,id_exact
gla_446614,"Nature's Seed Pasture & Forage 50 Lb for 50,000 Sq Ft Buffalograss Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,2719,14,33.91,0.00,0.00,0.00,0.51,2.42,0.00,0.00,3,7,gla_446614,id_exact
gla_455935,"Nature's Seed Pasture Seed Mix 20 lb Bag - Covers 100,000 Sq Ft - Fast Growing Forage Blend",food plot,food plot mix wildlife attractor,12207,55,75.80,0.00,0.00,0.00,0.45,1.38,0.00,0.00,1,3,gla_455935,id_exact
gla_455530,"Shade Food Plot Seed Mix - Deer & Wildlife Forage Blend - 50 lb, Covers 10,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,2453,7,8.65,0.00,0.00,0.00,0.29,1.24,0.00,0.00,1,3,gla_455530,id_exact
gla_455529,"Nature's Seed Shade Forage Food Plot Seed Mix 20 lb Bag - Covers 4,000 Sq Ft",food plot,food plot mix wildlife attractor,5476,48,42.08,0.00,0.00,0.00,0.88,0.88,0.00,0.00,1,3,gla_455529,id_exact
gla_455526,"Deer Food Plot Seed Mix (Krunch & Munch) - Wildlife Forage - 50 lb, Covers 5,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,4827,22,23.95,0.00,0.00,0.00,0.46,1.09,0.00,0.00,1,3,gla_455526,id_exact
gla_455524,"Deer Food Plot Seed Mix (Krunch & Munch) - Wildlife Forage - 10 lb, Covers 1,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,10690,47,29.38,0.00,0.00,0.00,0.44,0.63,0.00,0.00,1,3,gla_455524,id_exact
gla_455519,"Deer Food Plot Seed Mix (Full Potential) - Wildlife Forage Blend - 50 lb, Covers 5,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,3821,18,60.09,0.00,0.00,0.00,0.47,3.34,0.00,0.00,1,3,gla_455519,id_exact
gla_455518,"Deer Food Plot Seed Mix (Full Potential) - Wildlife Forage Blend - 20 lb, Covers 2,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,9450,41,66.98,0.00,0.00,0.00,0.43,1.63,0.00,0.00,1,3,gla_455518,id_exact
gla_452372,"White Clover Seed (Trifolium repens) —Perennial Nitrogen-Fixing Groundcover & Forage 50 Lb for 100,000 Sq Ft | Nature's Seed",specialty seeds,clover seeds,5341,22,32.07,0.00,0.00,0.00,0.41,1.46,0.00,0.00,2,4,gla_452372,id_exact
gla_447331,"Nature's Seed California Pasture & Forage 25 Lb for 25,000 Sq Ft Mix Native seed blend",pasture seeds,pasture seeds mix,1394,17,52.35,0.00,0.00,0.00,1.22,3.08,0.00,0.00,3,3,gla_447331,id_exact
gla_446807,"Nature's Seed Pasture & Forage 25 Lb for 25,000 Sq Ft Buckwheat Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,6802,39,35.70,1.00,0.00,0.00,0.57,0.92,2.56,0.00,3,7,gla_446807,id_exact
gla_446804,"Blue Grama Grass Seed 100% Native, Drought-Tolerant Pasture Forage 50 Lb for 100,000 Sq Ft | Nature's Seed",pasture seeds,single species pasture seeds,4437,24,10.32,0.00,0.00,0.00,0.54,0.43,0.00,0.00,3,4,gla_446804,id_exact
gla_446803,"Blue Grama Grass Seed 100% Native, Drought-Tolerant Pasture Forage 25 Lb for 50,000 Sq Ft | Nature's Seed",pasture seeds,single species pasture seeds,10328,57,68.87,0.00,0.00,0.00,0.55,1.21,0.00,0.00,3,4,gla_446803,id_exact
